ID,Q57,Q1,Q14,Q17,Q3,Q21,Q22,Region,Division,744 valid responses,363,300,90,20,14,9,60,48,6,102,49,28,7,301,205,105,33,22,17,8,234,87,74,52,36,12,11,42,15,12,,,,,,,,,,,,,,,,,,,,,
1091,1,2,1,4,9,2,3,MW,4,Keeping up with current web software and know how use available tools.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1,1,2,4,8,4,3,WE,9,faculty knowledge,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,2,1,2,4,8,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,1,2,1,4,3,2,2,NE,2,"The biggest challenge is institutional inertia.  While people can reasonably disagree about details of course content and pedagogy, we have known for many years now that every student working in life sciences will need much stronger training in bioinformaics and in the relevant mathematical/statistical/computational background than is the standard today.  The main obstacle today to getting this material taught to students is making it an expectation of any institution offering a biology problem that this eeds to be part of the curriculum and that room needs to be cleared and faculty hired to make that happen.  That is an agenda that requires support by undergraduate institutions but also in graduate and medical school admissions, accrediting authorities, nd funders of training grants.",1,1,1,,1,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1095,1,2,2,4,2,2,2,NE,2,Rapidity of change in the field. Insufficient time and resources for training for faculty. Insufficient equipment.,1,1,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1,1,2,4,4,2,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1,3,1,1,3,4,1,WE,8,"Where it should come in the course of their education. So that they can both understand the information, and have a chance to use it.",,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,2,3,1,4,3,1,1,WE,9,fast pace of change,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1,2,2,4,3,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1,1,1,4,3,2,2,NE,2,My important challenge is finding students with the interest and skills required to gain required computer science background.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,1,2,1,4,2,2,2,WE,8,"Undergraduate pre-health requirements drive students to electives in human anatomy and physiology over bioinformatics.  Pre-health requirements list so long that students can't meet gen Ed requirements, major requirements, and pre-health while still takin anything ""extra"" or even studying abroad.  The AMA's control over undergrad curricula is despicable.",,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1103,1,1,2,4,2,2,3,WE,8,"1.) Making room in the biology curriculum for regular offering of the course2.) Showing bioinformatics early in the curriculum to pump students in that direction",,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,1,3,1,4,2,4,2,SO,5,helping them look for/find meaning in all the information available to them,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,2,3,1,4,2,1,1,NE,1,"The amount of material from multiple disciplines that must be understood in order to fully understand bioinformatics. At a 2-year institution like ours, we cover the basics and hope that our transfers will get the integrative topics in higher-level course.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,1,3,1,4,3,2,2,WE,9,The limited math and computational (coding) background of students entering college.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1,3,2,4,2,4,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1,3,2,4,2,4,3,NE,2,"Many people with advanced degrees in biology lack the background in computer programming and mathematics that is necessary to effectively teach bioinformatics. Also, some are intimidated by the technology (computers, software, etc.) required to perform anlyses of large data sets.",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,1,3,2,4,3,4,1,NE,1,Most students have no background in statistics or manipulation of data.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,1,2,2,4,2,3,2,NE,1,"The biggest challenge is working with the IT dept. They don't like having bioinformatics programs installed. They need a nearly 1 year advance to ""test"" the installations. The lab computers are underpowered for using real datasets, and the student's laptos are even worse. Therefore, cloud computing resources are needed. Computers running Windows OS are a real pain, but they dominate our computer labs.",,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,
1112,1,3,1,4,2,4,2,SO,5,time and confidence with tools,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1,2,2,4,2,4,3,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,1,3,1,4,1,5,1,WE,9,"Lack of available classes, particularly on the introductory level. Most pre-health students and students in preliminary consideration of the field would like an introduction to the subject and to be able to develop a basic working knowledge of the field, ut do not necessarily need advanced applications.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1,3,2,4,9,3,1,SO,5,"In my opinion there are two major issues: 1) gaining support to teach bioinformatics, an cross-discipline field, in a traditional biology/math/etc. department and (2) finding and implementing curriculum that is accessible to faculty who are unfamiliar wit bioinformatics but are open to learning, given their own tight time constraints.",1,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1116,1,1,1,4,3,2,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,1,3,2,4,8,2,2,SO,5,Too many other demands.,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,1,4,1,4,8,4,2,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1,3,2,4,1,2,2,SO,5,"field is rapidly changing, so it's difficult for instructors to keep up",1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,1,3,2,4,2,2,3,MW,3,Lack of training.  Time to fit it in the curriculum.,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1,4,2,4,7,4,1,WE,9,"Basic computer skills are lacking (i.e. command line, simple programming)",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,1,4,2,1,2,4,3,NA,NA,"The belief that statistics, math, and computer science have no place in life sciences or that they are a factional necessity.",1,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,1,1,1,4,9,5,3,MW,4,"Student attitudes towards math and computer science!  In my experience, many BIO majors end up in biology because they know they like science, but they are scared of the math that physics or chemistry would require.  Convincing them that bioinformatics isuseful and that they can do it is an uphill battle.",,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,2,2,1,4,3,1,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,1,3,1,4,8,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,2,1,1,2,3,1,1,SO,7,They do not understand it and it is not easy to teach yourself,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,1,2,1,4,3,4,2,NE,1,"Existing old fashioned pre-requisites and required courses that prevent students from taking much more relevant computational courses.  For example, Biology students have to take 1 year of Calculus and one year of Physics.  They do this at the expense of omputer science and statistics.  The department is not interested in change on this matter, primarily because pre-med students need the calculus and physics.  Curriculum is designed around pre-meds, not around life science education (just thought I would oint that out, in case you had somehow missed this idea...)",,,,,,,,,,,,,,1,1,,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1131,1,4,1,4,2,4,1,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,1,3,1,4,3,2,3,NE,2,"One of the biggest challenges is time to develop the course(s).  I think it would be a great 1-credit short course that could be offered in collaboration with our computer science department.  However, with a 12-credit teaching load each semester, availablity of faculty to cover the necessary courses would vary significantly semester to semester.  Another challenge is making sure that the faculty teaching the course have been exposed to the most up-to-date methods.  I would certainly need to educate mysel more...",1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1133,1,3,2,4,2,4,1,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,1,3,1,1,8,4,1,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,2,3,2,4,6,1,2,SO,7,Super computers and lack of enough teachers with the know-how. A good curriculum is not in place yet to address basic bioinformatics,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2,3,1,5,9,1,1,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,1,1,3,4,#NULL!,4,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,1,2,1,4,3,3,3,SO,5,Convincing students of the relevance and importance of being knowledgeable and comfortable about such large data sets  and their analysis,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2,3,1,2,2,1,1,WE,9,Access to hardware and to text materials,,,,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,1,3,2,4,3,4,3,SO,5,"math and computational skills: both conceptual understanding of math, and a functional ability to use programs like Excel, let alone things like NCBI.",,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,1,4,2,4,2,4,2,SO,5,limited training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,1,3,1,4,2,4,2,SO,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2,3,2,2,4,1,3,SO,6,Time and technology constraints in delivering bioinformatics instruction to a significant number of life science undergraduates in an efficient manner,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,1,3,1,4,3,4,2,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,1,2,2,4,2,2,2,NE,2,"time to keep up with developments in the field, new tools.",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,1,4,3,4,8,3,3,WE,9,Fiscal constraints are limiting the ability of departments to propose the creation of new undergraduate and graduate programs on campus.,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1150,#NULL!,#NULL!,2,4,2,1,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,3,#NULL!,2,2,3,#NULL!,#NULL!,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,1,3,1,4,2,5,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,1,4,1,4,2,4,1,WE,8,they haveno training,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,1,1,2,4,2,5,3,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,1,2,2,4,2,4,2,MW,3,Teaching the topic in a manner interesting/exciting enough to draw students.,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,1,1,2,4,3,2,2,MW,3,"I could use more formal training in bioinformatics, workshops are very useful in this regard.  I don't think the subject has trickled down to the secondary education level, though, since few students begin college with any knowledge that it exists.",1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,1,1,2,4,2,2,3,NE,2,How to fit bioinformatics content into the curriculum.  What traditional biological content gets replaced??,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,1,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,1,3,1,4,9,4,1,WE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,#NULL!,#NULL!,1,4,1,4,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,1,2,2,4,2,3,2,NE,2,Attracting students to a major that isn't taught in high school,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,1,3,3,4,3,3,2,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,1,1,2,4,9,3,3,SO,7,Creating an academic culture where bioinformatics is valued and understood. Nothing like bioinformatics had ever been taught at this institution prior to my offering two years ago. The other faculty in the college treat it like it may be some kind of witccraft. :),1,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,1,3,1,4,2,3,2,SO,6,Lack of knowledge on the topic,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,1,2,1,4,3,3,2,SO,6,"We lack a common expertise to fully put together a course.  Many of us use bioinformatics, but we use such different tools to answer our own quesitons.  I would very much like to bring bioinformatics into the freshman level courses.  This is part of my 3 ear plan.  We do have one faculty member who teaches a bioinformatics course.  He does more theory than application, at least according to my students.",1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,1,1,2,4,2,4,3,SO,7,lack of quantitative skills of incoming students,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,1,3,1,4,3,2,3,SO,7,"TimeQuantitative and computer literacyLack of good examples",1,,1,,,,,,,,,,,1,1,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,1,2,1,4,3,3,2,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1,3,2,4,4,2,1,SO,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,2,3,2,2,8,1,1,NE,1,Overcoming administrative priorities that do not include bioinformatics and capital investments in equipment to supply students with computers.,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1176,1,2,3,4,2,4,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,#NULL!,#NULL!,1,4,8,1,3,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,1,1,2,4,9,4,2,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1,3,#NULL!,4,3,2,1,SO,5,Many of the tools are just not very intuitive.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1,3,2,4,2,4,2,SO,5,"lack of offerings, lack of background in programming",,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1,2,1,4,3,2,1,SO,5,Access to software; knowledge of best software,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1,3,2,4,2,3,1,WE,9,"Lack of infrastructure & support from institutions.  Ready made instructional resources for different level students, especially in courses that are not explicitly cellular & molecular biology.",,,,,,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,1,1,2,4,2,3,2,WE,9,Too much other stuff in the Biology curriculum that is perceived as essential.  We'd have to sacrifice some parts of the curriculum to increase bioinformatics content and there would be resistance to that.,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,1,2,1,4,4,3,2,MW,4,"The difficulty stems from faculty and students. In the current educational climate, we tell each other that it is essential to collaborate on projects including teaching, but unless individuals are conversant in both or sometimes multiple (if one includeschemistry, biology and computer science) disciplines, communication takes much effort. Students focus on specific training in a field because that is how the majors are built. The workloads of faculty concerning duties other than teaching are increasing s on a day-to-day basis, doing the service work sometimes takes over. As with every thing else in academia, time is in short supply because personnel is in short supply because money is in short supply.",1,,1,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,1,3,1,4,8,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,1,3,1,4,3,2,2,NE,1,"Overcoming the ""silo"" mentality that relegates computational instruction to the mathematics department, if only in students' minds (like their issues with biology faculty teaching writing).  Also the rapid pace of the field and expansion of the tools.  Fially the need for high-capacity computing instruments.",,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,1,1,2,4,3,3,2,NE,1,training and recognition that this topic needs to be a central one in the curriculum.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,2,3,1,2,1,5,1,SO,5,Instructor knowledge and time to integrate it into the current curriculum,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,1,3,1,4,2,2,3,MW,4,"1) faculty expertise2) student interest",1,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,1,1,2,4,8,3,3,WE,8,I don't have coordination with other departments (Math and Computer Science) in order to integrate more courses with more os a computation emphasis.,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
1193,1,2,2,4,3,4,2,MW,3,lack of interest of students in large required classes,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,#NULL!,#NULL!,2,3,1,5,3,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,#NULL!,#NULL!,1,4,1,4,3,MW,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,1,3,2,4,2,4,2,MW,3,"Trying to figure out how to incorporate it into a curriculum that competes for time with other important biology courses.  After a while, we need to stop just making a new course that focuses on faculty interests or on the latest technique.  What does an ducated biologist mean these days.  Some standard would be good.",,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,3,#NULL!,1,4,9,#NULL!,#NULL!,MW,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,1,3,1,4,2,4,2,NE,1,"Combining classical topics coherently with modern techniques/approaches. It is challenging to develop effective and meaningful lessons in that integrate bioinformatic approaches with these topics. Also, there is often a great deal of student hesitation/puhback.",,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,1,4,2,4,9,4,2,SO,6,Quantitative thinking is lacking in student population,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,1,2,2,4,8,5,3,WE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,2,3,2,4,1,5,1,SO,5,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,1,3,2,4,7,4,1,WE,9,Time and appropriate resources,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,#NULL!,#NULL!,2,3,8,1,1,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,1,3,2,4,2,2,3,SO,7,"Training of faculty and motivation of students.  A lot of deadwood faculty are not keeping up with the times and students do not know enough to know what they are missing.  Plus, many introductory textbooks are doing a disservice about introducing bioinfomatics concepts.  I wish I had access to more workshops related to teaching bioinformatics....seems like most are devoted to learning techniques.",1,1,,,,,,,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,1,3,1,4,8,2,1,SO,7,Technology,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,1,3,2,4,3,2,1,MW,4,Getting veteran teachers up to speed,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,1,3,1,4,2,4,3,NE,1,Integrating bioinformatics into the curricula at all levels -- need to make time in foundation courses to introduce students.,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,1,1,2,4,9,2,1,SO,7,Getting other faculty to advise their students to take bioinformatics and/or programming courses.,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,2,3,2,4,2,#NULL!,#NULL!,SO,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,NE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,1,3,1,2,9,2,1,SO,5,Students are not well versed in developing and utilizing analytical data. Many students are aware of technology but their research or programming skills need more development in order to utilize Bioinformatics databases and sites.,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,2,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,3,#NULL!,2,4,2,#NULL!,#NULL!,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,1,2,2,4,3,4,2,MW,3,Time to develop courses and material appropriate for students including discovery projects. Variation in students backgrounds,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,1,3,2,5,2,3,3,NA,NA,Enrolment is a problem in the context of possibility to find an interesting job,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
